NR_046018.2	DDX11L1
NM_139135.2	ARID1A
NM_006015.4	ARID1A
NM_017837.3	PIGV
NM_001202554.1	PIGV
NM_032283.2	ZDHHC18
NM_006142.3	SFN
NM_018066.3	GPN2
NM_022078.2	GPATCH3
NM_021969.2	NR0B2
NM_006600.3	NUDC
NM_152365.2	KDF1
NM_001013642.2	TRNP1
NM_052943.3	FAM46B
NM_003047.4	SLC9A1
NR_046474.1	SLC9A1
NM_015023.4	WDTC1
NM_001276252.1	WDTC1
NM_032125.2	TMEM222
NR_037577.1	TMEM222
NR_037576.1	TMEM222
NR_037580.1	TMEM222
NR_033926.1	ACTG1P20
NM_032872.2	SYTL1
NM_001193308.1	SYTL1
NM_004672.4	MAP3K6
NM_001297609.1	MAP3K6
NM_003665.3	FCN3
NM_173452.2	FCN3
NM_207397.4	CD164L2
NM_001330448.1	CD164L2
NM_005281.3	GPR3
NM_006990.4	WASF2
NM_001201404.2	WASF2
NM_001029882.3	AHDC1
NM_001042747.1	FGR
NM_001042729.1	FGR
NM_005248.2	FGR
NM_022873.2	IFI6
NM_022872.2	IFI6
NM_002038.3	IFI6
NM_001143915.1	FAM76A
NM_001143914.1	FAM76A
NM_152660.2	FAM76A
NM_001143913.1	FAM76A
NM_001143912.1	FAM76A
NM_177424.2	STX12
NM_014110.4	PPP1R8
NM_138558.2	PPP1R8
NM_002713.3	PPP1R8
NR_002997.1	SCARNA1
NM_001039477.2	THEMIS2
NM_001286115.1	THEMIS2
NM_004848.3	THEMIS2
NM_001286113.1	THEMIS2
NM_001105556.2	THEMIS2
NM_001286076.1	RPA2
NM_002946.4	RPA2
NM_001297558.1	RPA2
NM_001009568.2	SMPDL3B
NM_014474.3	SMPDL3B
NM_001304579.1	SMPDL3B
NM_018053.3	XKR8
NM_001990.3	EYA3
NM_001282561.1	EYA3
NM_001282562.1	EYA3
NM_001282560.1	EYA3
NR_104214.1	EYA3
NM_001164723.2	PTAFR
NM_000952.4	PTAFR
NM_001164721.1	PTAFR
NM_001164722.2	PTAFR
NM_014280.2	DNAJC8
NM_016311.4	ATPIF1
NM_178190.2	ATPIF1
NM_178191.2	ATPIF1
NM_031459.4	SESN2
NM_001127350.1	MED18
NM_017638.2	MED18
NM_001048183.1	PHACTR4
NM_023923.3	PHACTR4
NR_002909.2	SNHG3
NR_036473.1	SNHG3
NR_030726.1	RCC1
NM_001048199.2	RCC1
NR_030725.1	RCC1
NR_002907.2	SNORA73A
NR_004404.1	SNORA73B
NM_001269.4	RCC1
NM_001048195.2	RCC1
NM_001048194.2	RCC1
NM_017846.4	TRNAU1AP
NR_003109.1	TRNAU1AP
NR_024127.1	SNHG12
NR_003077.1	SNORD99
NR_002987.1	SNORA61
NR_002976.1	SNORA44
NR_003035.1	SNORA16A
NM_152304.1	RAB42
NM_001193532.1	RAB42
NM_001135218.1	TAF12
NM_005644.3	TAF12
NR_004407.1	RNU11
NM_024482.2	GMEB1
NM_001319674.1	GMEB1
NM_006582.3	GMEB1
NM_001173128.1	YTHDF2
NM_016258.2	YTHDF2
NM_001172828.1	YTHDF2
NM_000911.3	OPRD1
NM_001166007.1	EPB41
NM_004437.3	EPB41
NM_203343.2	EPB41
NM_001166005.1	EPB41
NM_203342.2	EPB41
NM_001166006.1	EPB41
NM_001171868.1	TMEM200B
NM_001003682.3	TMEM200B
NM_005626.4	SRSF4
NM_001024732.2	MECR
NM_016011.3	MECR
NM_001195001.1	PTPRU
NM_133178.3	PTPRU
NM_133177.3	PTPRU
NM_005704.4	PTPRU
NR_110758.1	LINC01756
NR_110790.1	LINC01648
NM_002379.3	MATN1
NR_034182.1	MATN1-AS1
NM_006762.2	LAPTM5
NR_039616.1	MIR4420
NM_014654.3	SDC3
NM_001020658.1	PUM1
NM_014676.2	PUM1
NR_004054.2	SNORD103A
NR_033295.1	SNORD103B
NR_003066.1	SNORD103C
NM_024522.2	NKAIN1
NM_004814.2	SNRNP40
NM_001282570.1	ZCCHC17
NM_001282567.1	ZCCHC17
NM_001282571.1	ZCCHC17
NM_001282572.1	ZCCHC17
NM_001282574.1	ZCCHC17
NM_016505.3	ZCCHC17
NM_001282573.1	ZCCHC17
NM_001282569.1	ZCCHC17
NM_001282566.1	ZCCHC17
NM_001282568.1	ZCCHC17
NM_001320996.1	FABP3
NM_004102.4	FABP3
NM_001199038.1	SERINC2
NM_001199037.1	SERINC2
NM_178865.4	SERINC2
NM_018565.3	SERINC2
NM_001199039.1	SERINC2
NR_034112.2	LINC01225
NR_027085.1	LINC01226
NM_001204414.1	TINAGL1
NM_022164.2	TINAGL1
NM_001204415.1	TINAGL1
NM_001525.2	HCRTR1
NR_033688.1	PEF1
NM_012392.3	PEF1
NR_033686.1	PEF1
NM_001856.3	COL16A1
NM_001294335.1	ADGRB2
NM_001294336.1	ADGRB2
NR_036216.1	MIR4254
NM_144569.5	SPOCD1
NM_001281987.1	SPOCD1
NM_001281988.1	SPOCD1
NM_001195100.1	PTP4A2
NM_001195101.1	PTP4A2
NM_080391.3	PTP4A2
NM_001271878.1	KHDRBS1
NM_006559.2	KHDRBS1
NR_073498.1	KHDRBS1
NR_073499.1	KHDRBS1
NM_001319677.1	TMEM39B
NM_001319679.1	TMEM39B
NM_001319678.1	TMEM39B
NM_018056.3	TMEM39B
NR_049850.1	MIR5585
NM_012316.4	KPNA6
NM_175852.3	TXLNA
NM_024296.4	CCDC28B
NM_001301011.1	CCDC28B
NM_018134.2	IQCC
NM_001160042.1	IQCC
NM_001099434.1	DCDC2B
NR_133636.1	TMEM234
NR_133635.1	TMEM234
NR_133634.1	TMEM234
NM_019118.4	TMEM234
NM_003757.3	EIF3I
NR_026850.1	MTMR9LP
NM_032648.2	FAM167B
NM_001330468.1	LCK
NM_005356.4	LCK
NM_001042771.2	LCK
NM_004964.2	HDAC1
NM_023009.6	MARCKSL1
NR_052852.1	MARCKSL1
NM_001167676.1	FAM229A
NM_052841.3	TSSK3
NM_001300958.1	BSDC1
NM_001143888.2	BSDC1
NR_125352.1	BSDC1
NM_018045.7	BSDC1
NM_001143889.2	BSDC1
NM_001143890.2	BSDC1
NM_001145720.1	ZBTB8B
NR_111980.1	ZBTB8A
NM_001291496.1	ZBTB8A
NM_001040441.2	ZBTB8A
NM_001330475.1	ZBTB8OS
NM_001308140.1	ZBTB8OS
NM_001308138.1	ZBTB8OS
NM_001308141.1	ZBTB8OS
NM_001308135.1	ZBTB8OS
NM_001308137.1	ZBTB8OS
NM_001308139.1	ZBTB8OS
NM_178547.3	ZBTB8OS
NM_001308136.1	ZBTB8OS
NM_001135255.1	RBBP4
NM_005610.2	RBBP4
NM_001135256.1	RBBP4
NM_030786.2	SYNC
NM_001161708.1	SYNC
NM_020888.2	KIAA1522
NM_001198973.1	KIAA1522
NM_001198972.1	KIAA1522
NM_003680.3	YARS
NM_001256121.1	S100PBP
NM_022753.3	S100PBP
NR_135106.1	S100PBP
NR_135107.1	S100PBP
NM_153756.2	FNDC5
NM_001171940.1	FNDC5
NM_001171941.2	FNDC5
NM_002143.2	HPCA
NM_001329722.1	TMEM54
NM_033504.3	TMEM54
NM_001329724.1	TMEM54
NM_001329723.1	TMEM54
NM_001329725.1	TMEM54
NM_153341.3	RNF19B
NM_001127361.2	RNF19B
NM_001300826.1	RNF19B
NM_001319139.1	AK2
NM_001319141.1	AK2
NM_013411.4	AK2
NM_001199199.1	AK2
NR_134976.1	AK2
NM_001319142.1	AK2
NM_001319140.1	AK2
NM_001625.3	AK2
NM_001319143.1	AK2
NM_001293562.1	AZIN2
NM_052998.3	AZIN2
NM_001301824.1	AZIN2
NM_001301823.1	AZIN2
NM_001301826.1	AZIN2
NR_126031.1	AZIN2
NM_001301825.1	AZIN2
NM_001330483.1	TRIM62
NM_018207.2	TRIM62
NM_152493.2	ZNF362
NM_001080438.1	A3GALT2
NM_004427.3	PHC2
NM_198040.2	PHC2
NM_001330488.1	PHC2
NR_037400.1	MIR3605
NR_125978.1	LOC101929464
NM_145238.3	ZSCAN20
NM_001281956.1	CSMD2
NM_052896.4	CSMD2
NM_145205.5	HMGB4
NR_033264.1	HMGB4
NR_038372.1	CSMD2-AS1
NM_032884.4	C1orf94
NM_001134734.1	C1orf94
NR_030278.1	MIR552
NM_005268.3	GJB5
NM_153212.2	GJB4
NM_024009.2	GJB3
NM_001005752.1	GJB3
NM_002060.2	GJA4
NM_001164824.1	SMIM12
NM_001164825.1	SMIM12
NM_001320261.1	SMIM12
NM_138428.5	SMIM12
NM_001080418.2	DLGAP3
NR_037869.1	LOC653160
NM_001195156.1	TMEM35B
NM_007167.3	ZMYM6
NM_001289088.1	ZMYM1
NM_001319955.1	ZMYM1
NM_001289089.1	ZMYM1
NM_024772.4	ZMYM1
NM_001289090.1	ZMYM1
NM_001289091.1	ZMYM1
NR_136703.1	SFPQ
NR_136702.1	SFPQ
NM_005066.2	SFPQ
NM_005095.2	ZMYM4
NM_024874.4	KIAA0319L
NM_001014841.1	NCDN
NM_001014839.1	NCDN
NM_014284.2	NCDN
NM_178548.3	TFAP2E
NM_001199780.1	PSMB2
NM_001199779.1	PSMB2
NM_002794.4	PSMB2
NM_152374.1	C1orf216
NM_001330490.1	CLSPN
NM_022111.3	CLSPN
NM_001190481.1	CLSPN
NM_017629.3	AGO4
NM_001317123.1	AGO1
NM_001317122.1	AGO1
NM_012199.4	AGO1
NM_177422.2	AGO3
NM_024852.3	AGO3
NM_014466.2	TEKT2
NM_017825.2	ADPRHL2
NM_005202.3	COL8A2
NM_001294347.1	COL8A2
NM_001270896.1	TRAPPC3
NR_073097.1	TRAPPC3
NM_001270894.1	TRAPPC3
NM_014408.4	TRAPPC3
NM_001270897.1	TRAPPC3
NR_073098.1	TRAPPC3
NM_001270895.1	TRAPPC3
NM_001286365.1	MAP7D1
NM_001286366.1	MAP7D1
NM_018067.4	MAP7D1
NM_001321473.1	THRAP3
NM_001321471.1	THRAP3
NM_005119.3	THRAP3
NM_001162530.1	SH3D21
NM_024676.4	SH3D21
NM_001304762.1	EVA1B
NR_130899.1	EVA1B
NM_018166.2	EVA1B
NM_032017.2	STK40
NM_001282546.1	STK40
NM_001282547.1	STK40
NM_032881.2	LSM10
NM_001330493.1	OSCP1
NM_145047.4	OSCP1
NM_206837.2	OSCP1
NM_031280.3	MRPS15
NM_156039.3	CSF3R
NM_000760.3	CSF3R
NM_172313.2	CSF3R
NM_000831.3	GRIK3
NR_036217.1	MIR4255
NR_038842.1	LINC01137
NM_001323550.1	ZC3H12A
NM_025079.2	ZC3H12A
NM_001323551.1	ZC3H12A
NR_106790.1	MIR6732
NR_073092.1	MEAF6
NR_073090.1	MEAF6
NM_022756.5	MEAF6
NR_073091.1	MEAF6
NM_001270875.1	MEAF6
NM_001270876.1	MEAF6
NR_049844.1	MIR5581
NM_024700.3	SNIP1
NM_003462.3	DNALI1
NM_001323623.1	GNL2
NM_013285.2	GNL2
NM_001323624.1	GNL2
NM_001038633.3	RSPO1
NM_001242908.1	RSPO1
NM_001242910.1	RSPO1
NM_001242909.1	RSPO1
NM_001303031.1	C1orf109
NM_001303030.1	C1orf109
NM_017850.2	C1orf109
NM_018101.3	CDCA8
NM_001256875.1	CDCA8
NM_001099439.1	EPHA10
NM_173641.2	EPHA10
NM_001031740.2	MANEAL
NM_001113482.1	MANEAL
NM_152496.2	MANEAL
NM_024640.3	YRDC
NM_001142726.1	C1orf122
NM_198446.2	C1orf122
NM_005955.2	MTF1
NM_001297434.1	INPP5B
NM_005540.2	INPP5B
NM_006802.3	SF3A3
NM_001320830.1	SF3A3
NM_004468.4	FHL3
NM_001243878.1	FHL3
NM_016037.3	UTP11
NM_002699.3	POU3F1
NR_037432.1	MIR3659
NR_038928.1	LINC01343
NM_022157.3	RRAGC
NM_001271851.1	RRAGC
NM_012333.4	MYCBP
NR_037632.1	MYCBP
NR_037633.1	GJA9-MYCBP
NR_037634.1	GJA9-MYCBP
NR_037635.1	GJA9-MYCBP
NR_037636.1	GJA9-MYCBP
NR_037637.1	GJA9-MYCBP
NR_135048.1	LOC105378663
NM_030772.4	GJA9
NM_001304746.1	RHBDL2
NM_017821.4	RHBDL2
NM_001136275.1	AKIRIN1
NM_024595.2	AKIRIN1
NM_001184979.1	NDUFS5
NM_004552.2	NDUFS5
NM_012090.5	MACF1
NM_015038.1	KIAA0754
NM_181809.3	BMP8A
NR_132962.1	OXCT2P1
NR_144356.1	PPIEL
NR_144357.1	PPIEL
NR_144354.1	PPIEL
NR_144355.1	PPIEL
NR_003929.2	PPIEL
NM_001135653.1	PABPC4
NM_001135654.1	PABPC4
NM_003819.3	PABPC4
NR_125979.1	LOC101929516
NR_002983.1	SNORA55
NM_014571.3	HEYL
NM_032526.2	NT5C1A
NM_001282396.1	HPCAL4
NM_001282397.1	HPCAL4
NM_016257.3	HPCAL4
NR_036544.1	PPIE
NR_036543.1	PPIE
NM_006112.3	PPIE
NM_001319293.1	PPIE
NM_203456.2	PPIE
NM_001195007.1	PPIE
NM_001720.4	BMP8B
NM_022120.1	OXCT2
NR_135805.1	LOC101929536
NR_132415.1	TRIT1
NM_017646.5	TRIT1
NM_001312691.1	TRIT1
NR_132401.1	TRIT1
NR_132402.1	TRIT1
NR_132404.1	TRIT1
NR_132403.1	TRIT1
NR_132405.1	TRIT1
NR_132406.1	TRIT1
NM_001312692.1	TRIT1
NR_132407.1	TRIT1
NR_132408.1	TRIT1
NR_132410.1	TRIT1
NR_132409.1	TRIT1
NR_132412.1	TRIT1
NR_132413.1	TRIT1
NR_132414.1	TRIT1
NM_001033081.2	MYCL
NM_001033082.2	MYCL
NM_005376.4	MYCL
NM_001287808.1	MFSD2A
NM_001287809.1	MFSD2A
NR_109896.1	MFSD2A
NM_032793.4	MFSD2A
NM_001136493.2	MFSD2A
NM_001105530.1	CAP1
NM_001330502.1	CAP1
NM_006367.3	CAP1
NM_000310.3	PPT1
NM_001142604.1	PPT1
NM_012421.3	RLF
NM_001008740.3	TMCO2
NM_005857.4	ZMPSTE24
NM_001852.3	COL9A2
NM_022733.2	SMAP2
NM_001198978.1	SMAP2
NM_001198979.1	SMAP2
NM_001198980.1	SMAP2
NM_023070.2	ZFP69B
NM_198494.2	ZFP69
NM_001320178.1	ZFP69
NM_001320179.1	ZFP69
NM_001346948.1	EXO5
NM_022774.2	EXO5
NM_001346949.1	EXO5
NM_001346956.1	EXO5
NM_001346952.1	EXO5
NM_001346950.1	EXO5
NM_001346954.1	EXO5
NM_001346951.1	EXO5
NM_001346947.1	EXO5
NM_001346955.1	EXO5
NM_001346953.1	EXO5
NM_001346946.1	EXO5
NM_152373.3	ZNF684
NM_014747.2	RIMS3
NR_024567.1	NFYC-AS1
NM_001142589.1	NFYC
NM_001142587.1	NFYC
NM_014223.4	NFYC
NM_001142588.1	NFYC
NM_001142590.1	NFYC
NM_001308115.1	NFYC
NM_001308114.1	NFYC
NR_029846.1	MIR30E
NR_029833.1	MIR30C1
NM_172163.2	KCNQ4
NM_004700.3	KCNQ4
NM_133467.2	CITED4
NM_001905.3	CTPS1
NR_125440.1	CTPS1
NM_001301237.1	CTPS1
NR_037868.1	SLFNL1-AS1
NM_001168247.2	SLFNL1
NM_001300859.1	SLFNL1
NM_144990.3	SLFNL1
NR_135092.1	SCMH1
NM_001031694.2	SCMH1
NM_001172222.2	SCMH1
NM_001172221.1	SCMH1
NM_001172218.1	SCMH1
NM_012236.3	SCMH1
NM_001172219.1	SCMH1
NM_001172220.1	SCMH1
NM_001291281.2	FOXO6
NR_135817.1	LOC101929901
NM_001956.4	EDN2
NM_001302269.1	EDN2
NR_126098.1	EDN2
NM_024503.4	HIVEP3
NM_001127714.2	HIVEP3
NR_038260.1	HIVEP3
NR_038261.1	HIVEP3
NM_007102.2	GUCA2B
NM_033553.2	GUCA2A
NM_001198851.1	FOXJ3
NM_001198852.1	FOXJ3
NM_014947.4	FOXJ3
NM_001198850.1	FOXJ3
NM_173642.3	RIMKLA
NM_032257.4	ZMYND12
NM_001146192.1	ZMYND12
NM_001287506.1	PPCS
NM_001287507.1	PPCS
NM_001287509.1	PPCS
NM_001077447.2	PPCS
NM_001287508.1	PPCS
NM_024664.3	PPCS
NM_001287510.1	PPCS
NM_001287511.1	PPCS
NM_001080850.2	CCDC30
NM_006347.3	PPIH
NM_001330510.1	PPIH
NM_004559.4	YBX1
NR_132737.1	YBX1
NM_001123395.1	CLDN19
NM_148960.2	CLDN19
NM_001185117.1	CLDN19
NM_001243246.1	P3H1
NM_001146289.1	P3H1
NM_022356.3	P3H1
NR_040733.1	C1orf50
NM_024097.3	C1orf50
NR_133055.1	LOC105378683
NM_001242750.1	TMEM269
NM_199342.3	SVBP
NM_001017922.1	ERMAP
NM_018538.3	ERMAP
NM_015911.3	ZNF691
NM_001242739.1	ZNF691
NR_104171.1	LOC339539
NM_006516.2	SLC2A1
NR_033967.1	SLC2A1-AS1
NM_001101376.2	FAM183A
NM_006824.2	EBNA1BP2
NM_001159936.1	EBNA1BP2
NR_106791.1	MIR6733
NM_001167965.1	CFAP57
NM_152498.3	CFAP57
NM_001195831.2	CFAP57
NM_144626.2	TMEM125
NM_001320244.1	TMEM125
NM_182517.2	C1orf210
NM_001164829.1	C1orf210
NM_001253357.1	TIE1
NM_005424.4	TIE1
NM_005373.2	MPL
NM_001255.2	CDC20
NM_001256399.1	ELOVL1
NM_022821.3	ELOVL1
NR_046117.1	ELOVL1
NM_001256401.1	ELOVL1
NM_001256402.1	ELOVL1
NR_106792.1	MIR6734
NM_001001653.2	MED8
NM_201542.4	MED8
NM_052877.4	MED8
NM_015284.3	SZT2
NR_106793.1	MIR6735
NM_001190880.2	HYI
NM_031207.5	HYI
NM_001330526.1	HYI
NM_001243526.1	HYI
NM_001329137.1	PTPRF
NM_001329138.1	PTPRF
NM_001329140.1	PTPRF
NM_001329139.1	PTPRF
NM_130440.3	PTPRF
NM_002840.4	PTPRF
NM_014663.2	KDM4A
NR_033827.1	KDM4A-AS1
NR_073019.1	ST3GAL3
NR_073017.1	ST3GAL3
NM_001270462.1	ST3GAL3
NM_001270466.1	ST3GAL3
NM_174970.2	ST3GAL3
NM_001270464.1	ST3GAL3
NR_073020.1	ST3GAL3
NM_001270461.1	ST3GAL3
NM_174969.2	ST3GAL3
NM_174971.3	ST3GAL3
NM_001270460.1	ST3GAL3
NM_174967.2	ST3GAL3
NR_073023.1	ST3GAL3
NM_174966.2	ST3GAL3
NM_001270459.1	ST3GAL3
NM_006279.3	ST3GAL3
NR_073016.1	ST3GAL3
NR_073018.1	ST3GAL3
NR_073021.1	ST3GAL3
NM_174968.3	ST3GAL3
NM_001270463.1	ST3GAL3
NM_001270465.1	ST3GAL3
NM_174965.2	ST3GAL3
NM_174964.2	ST3GAL3
NM_174963.3	ST3GAL3
NR_125986.1	LOC101929592
NR_106727.1	MIR6079
NM_001136215.1	ARTN
NM_057091.2	ARTN
NM_057090.2	ARTN
NM_014652.3	IPO13
NM_001319168.1	DPH2
NM_001319167.1	DPH2
NM_001319165.1	DPH2
NM_001319169.1	DPH2
NM_001039589.1	DPH2
NM_001319166.1	DPH2
NM_001384.4	DPH2
NM_001319171.1	DPH2
NM_001319170.1	DPH2
NM_001039457.2	ATP6V0B
NM_004047.4	ATP6V0B
NM_001294333.1	ATP6V0B
NM_003780.4	B4GALT2
NM_030587.2	B4GALT2
NM_001005417.2	B4GALT2
NM_152499.2	CCDC24
NM_201649.3	SLC6A9
NM_006934.3	SLC6A9
NR_048548.1	SLC6A9
NM_001261380.1	SLC6A9
NM_001328627.1	SLC6A9
NM_001328628.1	SLC6A9
NM_001328629.1	SLC6A9
NM_001024845.2	SLC6A9
NM_001328626.1	SLC6A9
NM_001328630.1	SLC6A9
NM_173484.3	KLF17
NM_001034024.1	DMAP1
NM_001034023.1	DMAP1
NM_019100.4	DMAP1
NM_024066.2	ERI3
NM_001301698.1	ERI3
NM_001301700.1	ERI3
NM_001301701.1	ERI3
NM_001301699.1	ERI3
NR_110056.1	ERI3-IT1
NR_046817.1	ERI3-IT1
NR_132966.1	SNORA110
NM_001319956.1	RNF220
NM_018150.3	RNF220
NM_001319957.1	RNF220
NR_049849.1	MIR5584
NM_024587.3	TMEM53
NM_001300747.1	TMEM53
NM_001300748.1	TMEM53
NM_001300746.1	TMEM53
NM_001145636.1	C1orf228
NR_002753.5	RNU5F-1
NR_002755.3	RNU5D-1
NM_001297655.1	KIF2C
NM_006845.3	KIF2C
NM_001297657.1	KIF2C
NM_001297656.1	KIF2C
NM_001012.1	RPS8
NR_000015.2	SNORD55
NR_000024.2	SNORD46
NR_001456.1	SNORD38A
NR_001457.1	SNORD38B
NM_153274.2	BEST4
NM_004073.3	PLK3
NM_001013632.3	TCTEX1D4
NM_001136537.1	BTBD19
NM_001166292.1	PTCH2
NM_003738.4	PTCH2
NM_020365.4	EIF2B3
NM_001261418.1	EIF2B3
NM_001166588.2	EIF2B3
NM_024602.5	HECTD3
NM_000374.4	UROD
NR_036510.1	UROD
NM_020883.1	ZSWIM5
NR_024270.1	LINC01144
NM_032756.2	HPDL
NM_001293195.1	MUTYH
NM_001293191.1	MUTYH
NM_001048174.1	MUTYH
NM_001048172.1	MUTYH
NM_001048173.1	MUTYH
NM_001293196.1	MUTYH
NM_001128425.1	MUTYH
NM_012222.2	MUTYH
NM_001293190.1	MUTYH
NM_001048171.1	MUTYH
NM_001293192.1	MUTYH
NM_025077.3	TOE1
NM_007170.2	TESK2
NM_001320800.1	TESK2
NR_033298.1	CCDC163
NR_033296.1	CCDC163
NR_033297.1	CCDC163
NM_015506.2	MMACHC
NM_001330540.1	MMACHC
NM_002574.3	PRDX1
NM_181696.2	PRDX1
NM_181697.2	PRDX1
NM_001202431.1	PRDX1
NM_001202413.1	AKR1A1
NM_001202414.1	AKR1A1
NM_153326.2	AKR1A1
NM_006066.3	AKR1A1
NM_001195193.1	NASP
NM_152298.3	NASP
NM_002482.3	NASP
NM_001114938.2	CCDC17
NM_001190182.1	CCDC17
NM_021639.4	GPBP1L1
NR_026768.1	RPS15AP10
NM_016486.3	TMEM69
NM_001145349.1	IPP
NM_005897.2	IPP
NM_001324320.1	MAST2
NM_001319245.1	MAST2
NM_015112.2	MAST2
NM_001324321.1	MAST2
NM_001328651.1	PIK3R3
NM_001328650.1	PIK3R3
NM_003629.3	PIK3R3
NM_001328652.1	PIK3R3
NM_001303429.1	PIK3R3
NR_137329.1	PIK3R3
NM_001328653.1	PIK3R3
NM_001328654.1	PIK3R3
NM_001303428.1	PIK3R3
NM_001114172.1	PIK3R3
NM_001328649.1	PIK3R3
NM_001328648.1	PIK3R3
NM_001303427.1	PIK3R3
NR_125987.1	LOC101929626
NM_005727.3	TSPAN1
NM_001328655.1	PIK3R3
NM_001290129.1	POMGNT1
NM_001290130.1	POMGNT1
NM_017739.3	POMGNT1
NM_001243766.1	POMGNT1
NM_001013615.2	LURAP1
NM_001142548.1	RAD54L
NM_003579.3	RAD54L
NM_006369.4	LRRC41
NM_001297566.1	UQCRH
NM_006004.3	UQCRH
NM_001297565.1	UQCRH
NR_045791.1	NSUN4
NR_045790.1	NSUN4
NM_199044.3	NSUN4
NR_045789.1	NSUN4
NM_001256128.1	NSUN4
NM_001256127.1	NSUN4
NM_001441.2	FAAH
NR_045483.1	FAAHP1
NR_121680.1	LINC01398
NM_147192.2	DMBX1
NM_172225.1	DMBX1
NR_038403.1	MKNK1-AS1
NM_001322255.1	KNCN
NM_001097611.1	KNCN
NR_024176.2	MKNK1
NM_003684.5	MKNK1
NM_001135553.2	MKNK1
NR_024174.2	MKNK1
NM_198973.3	MKNK1
NM_145279.4	MOB3C
NM_201403.2	MOB3C
NM_001256418.1	ATPAF1
NM_001243728.1	ATPAF1
NM_022745.4	ATPAF1
NM_001042546.2	ATPAF1
NM_001300864.1	TEX38
NM_001300863.1	TEX38
NM_001145474.3	TEX38
NR_038828.1	EFCAB14-AS1
NR_038827.1	EFCAB14-AS1
NM_014774.2	EFCAB14
NM_001319163.1	CYP4B1
NM_001319162.1	CYP4B1
NM_001319161.1	CYP4B1
NR_135003.1	CYP4B1
NM_000779.3	CYP4B1
NM_001099772.1	CYP4B1
NR_002788.2	CYP4Z2P
NM_000778.3	CYP4A11
NR_134994.1	CYP4A11
NM_001319155.1	CYP4A11
NR_134990.1	CYP4A11
NR_134989.1	CYP4A11
NR_134988.1	CYP4A11
NR_134993.1	CYP4A11
NR_134992.1	CYP4A11
NR_134991.1	CYP4A11
NM_001320289.1	CYP4X1
NM_001320290.1	CYP4X1
NM_178033.1	CYP4X1
NM_178134.2	CYP4Z1
NM_001308102.1	CYP4A22
NM_001010969.3	CYP4A22
NR_047498.1	LINC00853
NM_005764.3	PDZK1IP1
NM_001287347.2	TAL1
NM_001290404.1	TAL1
NM_001290405.1	TAL1
NM_003189.5	TAL1
NM_001290403.1	TAL1
NM_001290406.1	TAL1
NM_001282936.1	STIL
NM_001282937.1	STIL
NM_001282938.1	STIL
NM_001282939.1	STIL
NM_001048166.1	STIL
NM_003035.2	STIL
NR_046395.1	CMPK1
NM_001136140.1	CMPK1
NR_046394.1	CMPK1
NM_016308.2	CMPK1
NR_126355.1	LINC01389
NM_012186.2	FOXE3
NR_026878.1	FOXD2-AS1
NM_004474.3	FOXD2
NM_001194986.1	TRABD2B
NR_026749.2	SKINT1L
NM_001011547.2	SLC5A9
NM_001135181.1	SLC5A9
NM_019073.3	SPATA6
NM_001286238.1	SPATA6
NM_001286239.1	SPATA6
NM_001323574.1	AGBL4
NM_001323573.1	AGBL4
NM_032785.3	AGBL4
NM_001323575.1	AGBL4
NR_136623.1	AGBL4
NM_001302082.1	BEND5
NM_024603.3	BEND5
NR_125988.1	LOC101929721
NR_046839.1	AGBL4-IT1
NM_001144777.2	ELAVL4
NM_001324208.1	ELAVL4
NM_001144776.2	ELAVL4
NM_001144775.2	ELAVL4
NM_001324216.1	ELAVL4
NM_001144774.2	ELAVL4
NM_021952.4	ELAVL4
NM_001324209.1	ELAVL4
NM_001324212.1	ELAVL4
NM_001324217.1	ELAVL4
NR_136725.1	ELAVL4
NM_001324215.1	ELAVL4
NM_001294348.1	ELAVL4
NM_001324213.1	ELAVL4
NM_001324214.1	ELAVL4
NM_032110.2	DMRTA2
NM_007051.2	FAF1
NM_001262.2	CDKN2C
NM_078626.2	CDKN2C
NR_039617.1	MIR4421
NR_106754.1	MIR6500
NM_001136508.1	C1orf185
NM_014372.4	RNF11
NM_001297666.1	TTC39A
NM_001297667.1	TTC39A
NM_001297665.1	TTC39A
NM_001080494.3	TTC39A
NM_001297664.1	TTC39A
NM_001297663.1	TTC39A
NM_001144832.2	TTC39A
NM_001297662.1	TTC39A
NR_123731.1	TTC39A-AS1
NM_001159969.1	EPS15
NM_001981.2	EPS15
NM_148906.2	OSBPL9
NR_036662.1	OSBPL9
NM_148908.3	OSBPL9
NM_024586.5	OSBPL9
NM_148909.3	OSBPL9
NM_148907.2	OSBPL9
NM_148905.3	OSBPL9
NM_148904.3	OSBPL9
NM_001330580.1	OSBPL9
NM_001242361.1	NRDC
NM_002525.2	NRDC
NM_001101662.1	NRDC
NR_031580.1	MIR761
NM_002867.3	RAB3B
NM_015913.3	TXNDC12
NR_046405.1	TXNDC12
NR_046406.1	TXNDC12
NM_138417.2	KTI12
NR_126385.1	TXNDC12-AS1
NM_001136497.2	BTF3L4
NM_001243767.1	BTF3L4
NM_152265.4	BTF3L4
NM_007324.3	ZFYVE9
NM_004799.3	ZFYVE9
NM_032449.2	CC2D1B
NM_001330585.1	CC2D1B
NM_004153.3	ORC1
NM_001190819.1	ORC1
NM_001190818.1	ORC1
NM_032864.3	PRPF38A
NM_001009881.2	ZCCHC11
NM_015269.2	ZCCHC11
NM_015696.4	GPX7
NM_001042693.2	FAM159A
